category,name,price,description,veg_nonveg,spice_level,restaurant name,location,contact,operating hour,dining rating,delivery rating,dish type,tag
Main Course,Deluxe Thali,₹249,Dal Makhani+Veg Mixed+Butter Naan+Lachha Paratha+Salad,Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Deluxe Thali | ₹249 | Dal Makhani+Veg Mixed+Butter Naan+Lachha Paratha+Salad | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Premium Thali,₹329,Dal Handi+Kadhai Paneer+Veg Mixed+Butter Naan+Lachha Prantha+Boondi Raita+Salad+Papad,Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,expensive,"Main Course | Premium Thali | ₹329 | Dal Handi+Kadhai Paneer+Veg Mixed+Butter Naan+Lachha Prantha+Boondi Raita+Salad+Papad | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 329 | expensive"
Main Course,Yumum Special Thali,₹389,Dal Makhani+Shahi Paneer+Veg Jalfrazi+Chana Masala+Veg Pulao+Cheese Naan+Lachha Paratha+Pineapple Raita+Salad+Papad+Gulab Jamun,Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,expensive,"Main Course | Yumum Special Thali | ₹389 | Dal Makhani+Shahi Paneer+Veg Jalfrazi+Chana Masala+Veg Pulao+Cheese Naan+Lachha Paratha+Pineapple Raita+Salad+Papad+Gulab Jamun | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 389 | expensive"
Main Course,Aloo With 4 Poori And Boondi Raita,₹229,"A classic combo of potato curry, crispy poori and sweet and sour raita, makes for a wholesome meal.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Aloo With 4 Poori And Boondi Raita | ₹229 | A classic combo of potato curry, crispy poori and sweet and sour raita, makes for a wholesome meal. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 229 | moderate"
Main Course,Dal Makhani With 2 Baby Naan,₹239,"A rich and creamy classic Indian dish made with lentils and spices. Its a perfect blend of creamy and spicy flavors,",Veg,Spicy,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Dal Makhani With 2 Baby Naan | ₹239 | A rich and creamy classic Indian dish made with lentils and spices. Its a perfect blend of creamy and spicy flavors, | Veg | Spicy | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 239 | moderate"
Main Course,Kadhai Paneer With 2 Baby Naan,₹249,Kadhai Paneer+2 Baby Naan+Salad [Subject to Availability] [A luscious and creamy dish of tender paneer and vegetables in a rich kadhai gravy],Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Kadhai Paneer With 2 Baby Naan | ₹249 | Kadhai Paneer+2 Baby Naan+Salad [Subject to Availability] [A luscious and creamy dish of tender paneer and vegetables in a rich kadhai gravy] | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Chole With 2 Amritsari Naan,₹249,Enjoy a rich and spicy chole paired with amritsarian naan and perfect for a hearty meal.,Veg,Spicy,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Chole With 2 Amritsari Naan | ₹249 | Enjoy a rich and spicy chole paired with amritsarian naan and perfect for a hearty meal. | Veg | Spicy | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Shahi Paneer With 2 Baby Naan,₹249,"Richly flavored paneer with a hint of spice, cooked in a creamy sauce with the fragrant aroma of saffron.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Shahi Paneer With 2 Baby Naan | ₹249 | Richly flavored paneer with a hint of spice, cooked in a creamy sauce with the fragrant aroma of saffron. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Bhel Puri,₹89,"A spicy and tangy dish made with a mixed of puffed rice, spices and chutney.",Veg,Spicy,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Bhel Puri | ₹89 | A spicy and tangy dish made with a mixed of puffed rice, spices and chutney. | Veg | Spicy | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 89 | cheap"
Main Course,Bun Maska,₹99,"A soft, fluffy bun stuffed with a flavorful and aromatic mixture of vegetables, spices, and mashed potatoes. A delicious vegetarian snack with a perfect blend of",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Bun Maska | ₹99 | A soft, fluffy bun stuffed with a flavorful and aromatic mixture of vegetables, spices, and mashed potatoes. A delicious vegetarian snack with a perfect blend of | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 99 | cheap"
Main Course,Cheese Vada Pav,₹99,The Restaurant didn't have enough knowledge about this item,Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Cheese Vada Pav | ₹99 | The Restaurant didn't have enough knowledge about this item | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 99 | cheap"
Main Course,Chole Bhature,₹199,"A rich and flavorful curry made with chickpeas and served with crispy, puffed bread.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Chole Bhature | ₹199 | A rich and flavorful curry made with chickpeas and served with crispy, puffed bread. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 199 | cheap"
Main Course,Chole Kulche,₹189,"A delicious and spicy curry made with chickpeas and soft, buttery bread with perfect for a satisfying meal.",Veg,Spicy,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Chole Kulche | ₹189 | A delicious and spicy curry made with chickpeas and soft, buttery bread with perfect for a satisfying meal. | Veg | Spicy | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 189 | cheap"
Main Course,Vada Pav,₹79,"A crispy, golden brown, spicy and flavorful combination of soft and spongy vada and a creamy, zesty and tangy pavan.",Veg,Spicy,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Vada Pav | ₹79 | A crispy, golden brown, spicy and flavorful combination of soft and spongy vada and a creamy, zesty and tangy pavan. | Veg | Spicy | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 79 | cheap"
Main Course,Dhokla..,₹79,"Soft, spongy Gujarati snack made from fermented rice and chickpea flour batter. Enjoy its tangy-sweet flavor and aromatic spices.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Dhokla.. | ₹79 | Soft, spongy Gujarati snack made from fermented rice and chickpea flour batter. Enjoy its tangy-sweet flavor and aromatic spices. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 79 | cheap"
Main Course,Helicopter Bhel,₹99,"A delectable combination of crispy chana dal vadas and crunchy vegetables served in a cone-shaped puff pastry, the Helicopter Bhalla is a fun",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Helicopter Bhel | ₹99 | A delectable combination of crispy chana dal vadas and crunchy vegetables served in a cone-shaped puff pastry, the Helicopter Bhalla is a fun | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 99 | cheap"
Main Course,Hing Kachori With Aloo Sabji (2 Pcs),₹149,"A delectable combination of deep fried kachori stuffed with a spicy potato and aromatic hing mixture, served with a side of spiced potatoes and onion.",Veg,Spicy,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Hing Kachori With Aloo Sabji (2 Pcs) | ₹149 | A delectable combination of deep fried kachori stuffed with a spicy potato and aromatic hing mixture, served with a side of spiced potatoes and onion. | Veg | Spicy | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 149 | cheap"
Main Course,Masala Maggi,₹129,"A delicious blend of maggi noodles, mixed vegetables and spices, perfect for a light and filling meal.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Masala Maggi | ₹129 | A delicious blend of maggi noodles, mixed vegetables and spices, perfect for a light and filling meal. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 129 | cheap"
Main Course,Plain Maggi,₹99,"A traditional Asian dish made with noodles, vegetables and spices. This dish is perfect for those who love a little spice in their meal.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Plain Maggi | ₹99 | A traditional Asian dish made with noodles, vegetables and spices. This dish is perfect for those who love a little spice in their meal. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 99 | cheap"
Main Course,Pav Bhaji,₹219,"A spicy and flavorful veg dish made with a variety of vegetables and spices, served in a warm and soft bread roll.",Veg,Spicy,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Pav Bhaji | ₹219 | A spicy and flavorful veg dish made with a variety of vegetables and spices, served in a warm and soft bread roll. | Veg | Spicy | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 219 | cheap"
Main Course,Poha,₹149,"A crispy and delicious Indian snack made with flattened rice (poha), spices and a variety of vegetables. A light and crispy snack that is perfect",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Poha | ₹149 | A crispy and delicious Indian snack made with flattened rice (poha), spices and a variety of vegetables. A light and crispy snack that is perfect | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 149 | cheap"
Main Course,Sabudana Vada,₹139,"A traditional Indian snack made with taro [sabudana], mashed and shaped into a crispy vada. Served with a tangy chutney.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Sabudana Vada | ₹139 | A traditional Indian snack made with taro [sabudana], mashed and shaped into a crispy vada. Served with a tangy chutney. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 139 | cheap"
Main Course,Veg Cutlet,₹129,"Crisp and savory, these vegetarian cutlets are a delicious snack made with a blend of vegetables and spices.  : Crisp",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Veg Cutlet | ₹129 | Crisp and savory, these vegetarian cutlets are a delicious snack made with a blend of vegetables and spices.  : Crisp | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 129 | cheap"
Main Course,Achari Chaap,₹199,Achar flavored tender chaap with a zesty twist of spice. A flavorful dish that is perfect for a quick bite.,Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Achari Chaap | ₹199 | Achar flavored tender chaap with a zesty twist of spice. A flavorful dish that is perfect for a quick bite. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 199 | cheap"
Main Course,Soya Chaap Tikka,₹199,Crispy and juicy soya chaap pieces marinated in a tangy and spicy marinade with a hint of mint.,Veg,Spicy,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Soya Chaap Tikka | ₹199 | Crispy and juicy soya chaap pieces marinated in a tangy and spicy marinade with a hint of mint. | Veg | Spicy | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 199 | cheap"
Main Course,Hariyali Chaap,₹199,"A mouth watering dish made with fresh vegetables, spices and herbs. A delicious veg dish that is perfect for any occasion.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Hariyali Chaap | ₹199 | A mouth watering dish made with fresh vegetables, spices and herbs. A delicious veg dish that is perfect for any occasion. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 199 | cheap"
Main Course,Malai Chaap,₹199,"Crispy, succulent chaap infused with a creamy and aromatic malai sauce this dish is a must have for chaap lovers.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Malai Chaap | ₹199 | Crispy, succulent chaap infused with a creamy and aromatic malai sauce this dish is a must have for chaap lovers. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 199 | cheap"
Main Course,Stuffed Afghani Chaap,₹219,[Veg preparation]A delectable and flavourful dish made with minced meat cooked in a rich gravy with aromatic spices and garnished with fresh herbs.,Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Stuffed Afghani Chaap | ₹219 | [Veg preparation]A delectable and flavourful dish made with minced meat cooked in a rich gravy with aromatic spices and garnished with fresh herbs. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 219 | cheap"
Main Course,Irani Chaap,₹219,"A quintessential Mumbai snack that you'd find in every street, chaap is a crunchy and crispy dish made with chickpeas and spices. The dish",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Irani Chaap | ₹219 | A quintessential Mumbai snack that you'd find in every street, chaap is a crunchy and crispy dish made with chickpeas and spices. The dish | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 219 | cheap"
Main Course,Dahi Ke Sholey,₹219,"A delicious dish made with fresh, soft paneer cubes in a creamy yogurt sauce with hints of spices. A perfect dish to share with your loved ones.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Dahi Ke Sholey | ₹219 | A delicious dish made with fresh, soft paneer cubes in a creamy yogurt sauce with hints of spices. A perfect dish to share with your loved ones. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 219 | cheap"
Main Course,Dahi Ke Kebab,₹219,"A succulent kebab made with a blend of fresh vegetables and spices, cooked in a creamy yoghurt sauce, making it a rich and flavorful dish.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Dahi Ke Kebab | ₹219 | A succulent kebab made with a blend of fresh vegetables and spices, cooked in a creamy yoghurt sauce, making it a rich and flavorful dish. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 219 | cheap"
Main Course,Mushroom Galouti Kebab,₹249,"A classic kebab made with fresh mushrooms, onion and spices, served with a side of mint chutney and tomato sauce.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Mushroom Galouti Kebab | ₹249 | A classic kebab made with fresh mushrooms, onion and spices, served with a side of mint chutney and tomato sauce. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Hara Bhara Kebab,₹219,"A succulent kebab made with fresh spinach and paneer, cooked in the tandoor. A perfect blend of fresh and smoky flavors.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Hara Bhara Kebab | ₹219 | A succulent kebab made with fresh spinach and paneer, cooked in the tandoor. A perfect blend of fresh and smoky flavors. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 219 | cheap"
Main Course,Subz Seekh Kebab,₹219,"A succulent, flavorful veg kebab made with a blend of chopped vegetables, cooked to perfection and infused with aromatic spices. Perfect for those looking for a",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Subz Seekh Kebab | ₹219 | A succulent, flavorful veg kebab made with a blend of chopped vegetables, cooked to perfection and infused with aromatic spices. Perfect for those looking for a | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 219 | cheap"
Main Course,Cheese Corn Balls,₹219,Cheese corn balls are deep fried balls made with corn flour and cheese. The cheese gives it a rich and creamy taste while the corn flour gives it.,Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Cheese Corn Balls | ₹219 | Cheese corn balls are deep fried balls made with corn flour and cheese. The cheese gives it a rich and creamy taste while the corn flour gives it. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 219 | cheap"
Main Course,Cheese Nachos,₹199,"A crispy, cheesy snack that is perfect for any occasion. Crispy tortilla chips topped with a generous helping of melted cheese and a variety of delicious toppings.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Cheese Nachos | ₹199 | A crispy, cheesy snack that is perfect for any occasion. Crispy tortilla chips topped with a generous helping of melted cheese and a variety of delicious toppings. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 199 | cheap"
Main Course,White Sauce Pasta,₹249,"A hearty meal with a mix of vegetables and pasta, tossed in a delicious sauce. A perfect choice for pasta lovers.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | White Sauce Pasta | ₹249 | A hearty meal with a mix of vegetables and pasta, tossed in a delicious sauce. A perfect choice for pasta lovers. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Pink Sauce Pasta,₹249,"Our pink sauce pasta is a delightful mixed of colourful, tangy and spicy flavours. It is a delectable blend of fusilli pasta rich tomato sauce.",Veg,Spicy,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Pink Sauce Pasta | ₹249 | Our pink sauce pasta is a delightful mixed of colourful, tangy and spicy flavours. It is a delectable blend of fusilli pasta rich tomato sauce. | Veg | Spicy | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Red Sauce Pasta,₹249,"A creamy red pasta sauce made with fresh tomatoes and basil, perfect for a quick and satisfying pasta meal.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Red Sauce Pasta | ₹249 | A creamy red pasta sauce made with fresh tomatoes and basil, perfect for a quick and satisfying pasta meal. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Achari Paneer Tikka,₹249,"A classic North Indian dish, Achari paneer tikka is a mouthwatering starter that combines the pungent flavor of pickled spices with the",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Achari Paneer Tikka | ₹249 | A classic North Indian dish, Achari paneer tikka is a mouthwatering starter that combines the pungent flavor of pickled spices with the | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Hariyali Paneer Tikka,₹249,The Restaurant didn't have enough knowledge about this item,Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Hariyali Paneer Tikka | ₹249 | The Restaurant didn't have enough knowledge about this item | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Special Malai Paneer Tikka,₹249,"A luscious paneer tikka topped with a generous coating of malai sauce, creating a perfect balance of sweet and savory flavors.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Special Malai Paneer Tikka | ₹249 | A luscious paneer tikka topped with a generous coating of malai sauce, creating a perfect balance of sweet and savory flavors. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Mushroom Tikka,₹249,"A classic North Indian dish, the mushroom tikka are a rich and flavorful appetizer or snack.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Mushroom Tikka | ₹249 | A classic North Indian dish, the mushroom tikka are a rich and flavorful appetizer or snack. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Paneer Tikka,₹249,A tempting platter of tender chunks of paneer marinated in a delicious blend of spices and grilled to perfection. The rich flavors of the dish will keep,Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,moderate,"Main Course | Paneer Tikka | ₹249 | A tempting platter of tender chunks of paneer marinated in a delicious blend of spices and grilled to perfection. The rich flavors of the dish will keep | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 249 | moderate"
Main Course,Aloo Tikki Chaat,₹149,"Crunchy and spicy, these crispy potato patties are topped with tangy chutneys and a sprinkle of chaat masala.",Veg,Spicy,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Aloo Tikki Chaat | ₹149 | Crunchy and spicy, these crispy potato patties are topped with tangy chutneys and a sprinkle of chaat masala. | Veg | Spicy | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 149 | cheap"
Main Course,Aloo Tikki With Chole,₹179,"Crisp and flavorful potato patties filled with a flavorful chickpea curry make for a tasty, satisfying meal.",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Aloo Tikki With Chole | ₹179 | Crisp and flavorful potato patties filled with a flavorful chickpea curry make for a tasty, satisfying meal. | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 179 | cheap"
Main Course,Dahi Bhalla,₹129,A rich and creamy dish made with soft and fluffy dumplings served with a tangy and spicy yoghurt sauce. A perfect accompaniment for a meal.,Veg,Spicy,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Dahi Bhalla | ₹129 | A rich and creamy dish made with soft and fluffy dumplings served with a tangy and spicy yoghurt sauce. A perfect accompaniment for a meal. | Veg | Spicy | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 129 | cheap"
Main Course,Gol Gappe,₹79,"A crunchy, light, and flavorful street snack made with a crispy, fried shell filled with a savory blend of spices and served with a tangy, sweet",Veg,Normal,Foodbay,"Civil Lines, Roorkee Locality, Roorkee",919720223366,10:00 AM - 11:00 PM,0.0,3.6,cheap,"Main Course | Gol Gappe | ₹79 | A crunchy, light, and flavorful street snack made with a crispy, fried shell filled with a savory blend of spices and served with a tangy, sweet | Veg | Normal | Foodbay | Civil Lines, Roorkee Locality, Roorkee | 919720223366 | 10:00 AM - 11:00 PM | 0.0 | 3.6 | 79 | cheap"
